DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm
2098,110500.0,3,13,666.0,3880.0,sqft,9,Common
2099,82000.0,4,16,726.0,10206.0,sqft,3,Common
2101,121000.0,4,16,979.0,11388.0,sqft,7,Common
2102,133000.0,4,3,703.0,7920.0,sqft,5,Common
2103,171000.0,4,0,1203.0,8400.0,sqft,6,Common
2104,180000.0,4,5,1318.0,8637.0,sqft,5,Common
2105,112000.0,4,16,1035.0,11767.0,sqft,7,Common
2106,154000.0,4,11,1576.0,13250.0,sqft,6,Common
2107,136500.0,3,21,652.0,4435.0,sqft,5,Gleaming
2108,198444.0,4,5,1343.0,9729.0,sqft,5,Gleaming
2109,136500.0,4,6,1359.0,10778.0,sqft,5,Common
2110,113000.0,3,20,779.0,5000.0,sqft,7,Common
2111,192100.0,4,3,1423.0,11727.0,sqft,6,Common
2112,319900.0,4,17,1347.0,7658.0,sqft,5,Enchanting
2113,139900.0,3,13,1098.0,6451.0,sqft,7,Common
2114,280000.0,4,17,1670.0,14154.0,sqft,5,Gleaming
2115,244000.0,4,14,1154.0,4054.0,sqft,6,Gleaming
2116,135000.0,4,3,818.0,10950.0,sqft,7,Common
2117,180500.0,4,14,1009.0,6718.0,sqft,5,Gleaming
2118,115000.0,3,10,1166.0,8500.0,sqft,7,Common
2120,184500.0,4,17,1004.0,5122.0,sqft,5,Gleaming
2122,156450.0,4,2,712.0,9750.0,sqft,6,Common
2123,165000.0,4,3,1100.0,9150.0,sqft,5,Common
2124,128500.0,4,3,871.0,8064.0,sqft,5,Common
2125,184900.0,3,13,1363.0,10337.0,sqft,9,Gleaming
2127,154000.0,4,3,1061.0,10143.0,sqft,7,Common
2128,102000.0,3,20,758.0,6180.0,sqft,5,Common
2129,149900.0,4,21,687.0,9800.0,sqft,7,Common
2131,202500.0,4,17,1052.0,6955.0,sqft,5,Gleaming
2132,137000.0,3,13,1483.0,9142.0,sqft,8,Common
2133,176432.0,4,21,1010.0,9317.0,sqft,5,Gleaming
2135,183000.0,4,3,1363.0,10800.0,sqft,6,Common
2136,213490.0,4,4,1158.0,3013.0,sqft,5,Gleaming
2137,179000.0,4,0,1037.0,8450.0,sqft,5,Common
2138,131000.0,4,16,1319.0,11409.0,sqft,4,Common
2139,239900.0,4,0,1445.0,10560.0,sqft,5,Gleaming
2140,89500.0,3,13,786.0,4480.0,sqft,5,Common
2141,87000.0,3,20,588.0,5000.0,sqft,7,Common
2142,290000.0,4,17,1846.0,13262.0,sqft,5,Gleaming
2143,173000.0,4,0,1261.0,8366.0,sqft,5,Gleaming
2144,319000.0,4,15,1404.0,11302.0,sqft,5,Gleaming
2145,162000.0,4,11,1073.0,12936.0,sqft,6,Common
2146,134500.0,4,16,976.0,9360.0,sqft,8,Gleaming
2147,287000.0,4,21,1740.0,9240.0,sqft,5,Gleaming
2149,144000.0,4,0,679.0,9180.0,sqft,7,Common
2150,137000.0,4,19,1193.0,10890.0,sqft,5,Common
2151,258000.0,4,5,1825.0,11631.0,sqft,5,Gleaming
2152,115000.0,4,6,684.0,8450.0,sqft,5,Common
2154,104000.0,3,13,1714.0,5520.0,sqft,6,Common
2155,136870.0,4,3,859.0,7590.0,sqft,5,Common
2156,80000.0,3,25,484.0,1477.0,sqft,4,Common
2158,134900.0,4,6,659.0,7252.0,sqft,5,Common
2159,184000.0,4,5,1119.0,10928.0,sqft,5,Gleaming
2160,139500.0,3,13,1251.0,9142.0,sqft,5,Common
2161,125200.0,4,16,843.0,6305.0,sqft,6,Common
2162,159000.0,4,0,856.0,13072.0,sqft,5,Gleaming
2163,145500.0,4,3,793.0,7626.0,sqft,8,Gleaming
2164,139000.0,4,3,853.0,10500.0,sqft,7,Common
2165,147000.0,4,0,766.0,9069.0,sqft,6,Common
2167,176400.0,0,26,879.0,3628.0,sqft,5,Gleaming
2168,118500.0,4,3,935.0,8480.0,sqft,5,Common
2169,127500.0,4,16,1042.0,10106.0,sqft,7,Common
2170,52500.0,3,13,533.0,4118.0,sqft,4,Common
2171,163000.0,4,6,1107.0,11227.0,sqft,5,Common
2172,166000.0,0,26,1172.0,2998.0,sqft,5,Gleaming
2174,246990.0,4,4,1162.0,2938.0,sqft,5,Gleaming
2175,160500.0,4,16,1075.0,7200.0,sqft,7,Common
2176,95000.0,4,19,706.0,6001.0,sqft,5,Common
2177,135000.0,4,3,806.0,10152.0,sqft,5,Common
2178,180500.0,4,3,886.0,14112.0,sqft,7,Common
2179,184000.0,4,11,1313.0,11088.0,sqft,5,Common
2180,192000.0,4,3,1073.0,9760.0,sqft,7,Common
2181,230000.0,4,21,1424.0,9066.0,sqft,5,Gleaming
2182,256000.0,0,26,1276.0,10625.0,sqft,5,Gleaming
2183,107400.0,3,13,1234.0,5790.0,sqft,6,Gleaming
2184,225000.0,4,5,1525.0,10762.0,sqft,5,Gleaming
2186,113500.0,4,6,809.0,11625.0,sqft,6,Common
2187,257500.0,4,22,1414.0,14442.0,sqft,7,Common
2188,147000.0,4,3,928.0,9510.0,sqft,5,Common
2189,119900.0,2,0,742.0,7800.0,sqft,5,Common
2191,185000.0,4,6,913.0,14175.0,sqft,8,Common
2193,147000.0,4,21,789.0,10970.0,sqft,6,Common
2195,234500.0,0,26,1194.0,8736.0,sqft,5,Gleaming
2197,92900.0,4,3,799.0,8544.0,sqft,4,Common
2198,133500.0,4,16,803.0,6284.9912116845,sqft,6,Common
2200,167840.0,4,21,1023.0,8334.0,sqft,5,Gleaming
2201,178000.0,4,5,1087.0,9056.0,sqft,5,Gleaming
2202,194500.0,4,0,1341.0,9453.0,sqft,7,Gleaming
2204,240000.0,4,15,1136.0,7380.0,sqft,5,Common
2205,139500.0,4,3,775.0,12778.0,sqft,6,Common
2206,115000.0,1,10,1073.0,9000.0,sqft,6,Modest
2208,145000.0,4,11,967.0,11040.0,sqft,7,Gleaming
2209,119000.0,3,10,923.0,8155.0,sqft,7,Common
2210,262500.0,0,26,1204.0,9000.0,sqft,5,Gleaming
2211,172000.0,4,3,1022.0,14267.0,sqft,6,Common
2212,189000.0,4,5,1387.0,7500.0,sqft,5,Common
2213,229000.0,4,0,1566.0,10541.0,sqft,5,Gleaming
2214,72000.0,3,10,516.0,8534.0,sqft,4,Common
2215,174000.0,4,5,1141.0,12589.0,sqft,5,Gleaming
2216,229456.0,0,26,1010.0,8640.0,sqft,5,Gleaming
2217,179900.0,4,0,1109.0,10357.0,sqft,5,Gleaming
2218,140000.0,4,21,697.0,16269.0,sqft,5,Common
2220,164000.0,3,2,935.0,4500.0,sqft,5,Common
2221,226001.0,4,21,1090.0,8696.0,sqft,5,Common
2222,328000.0,4,24,1738.0,13999.9804238,sqft,5,Gleaming
2223,116500.0,3,12,793.0,1879.0,sqft,6,Common
2224,197600.0,4,3,1893.0,9724.0,sqft,7,Gleaming
2225,125000.0,3,6,1329.0,9100.0,sqft,5,Common
2227,138887.0,4,22,1372.0,13132.0,sqft,5,Common
2229,136000.0,4,3,830.0,9464.0,sqft,7,Common
2230,139000.0,4,3,1029.0,7560.0,sqft,6,Common
2231,275000.0,4,17,1464.0,10927.0,sqft,5,Gleaming
2232,120500.0,3,10,627.0,5890.0,sqft,8,Gleaming
2233,106000.0,4,13,650.0,10800.0,sqft,7,Common
2234,154500.0,4,6,821.0,8414.0,sqft,8,Common
2235,145000.0,4,20,1157.0,9144.0,sqft,5,Common
2236,129500.0,4,3,935.0,10050.0,sqft,5,Common
2237,12789.0,3,13,639.0,9656.0,sqft,2,Common
2238,171750.0,4,17,1080.0,3136.0,sqft,5,Gleaming
2239,165000.0,4,16,794.0,12102.0,sqft,5,Common
2240,280000.0,4,17,1213.0,7841.0,sqft,5,Enchanting
2241,129500.0,4,2,649.0,7599.0,sqft,6,Common
2242,116000.0,3,18,792.0,1890.0,sqft,7,Common
2243,150909.0,3,10,1406.0,9060.0,sqft,6,Common
2244,139600.0,4,16,1333.0,13680.0,sqft,5,Common
2245,159900.0,4,16,1160.0,9571.0,sqft,6,Common
2247,89000.0,1,10,1046.0,5280.0,sqft,7,Common
2248,131500.0,3,13,1380.0,12150.0,sqft,5,Common
2249,85400.0,3,18,759.0,1680.0,sqft,5,Common
2250,171000.0,4,11,1265.0,9600.0,sqft,6,Common
2251,254900.0,4,2,1473.0,11050.0,sqft,5,Gleaming
2253,218689.0,4,14,1239.0,12018.0,sqft,5,Gleaming
2254,67000.0,3,10,828.0,8967.0,sqft,2,Common
2256,158000.0,4,6,1039.0,9364.0,sqft,7,Common
2257,108000.0,4,6,516.0,10200.0,sqft,8,Common
2258,181000.0,4,11,1006.0,10140.0,sqft,6,Common
2259,207500.0,4,17,1010.0,5063.0,sqft,5,Gleaming
2260,122000.0,4,6,692.0,9819.0,sqft,5,Common
2261,206300.0,3,2,1033.0,7060.0,sqft,5,Common
2262,105000.0,3,25,759.0,1974.0,sqft,7,Common
2263,210250.0,4,4,1049.0,3087.0,sqft,5,Gleaming
2264,138000.0,4,2,612.0,6723.0,sqft,7,Common
2265,129000.0,4,6,797.0,10751.0,sqft,5,Common
2266,173000.0,4,5,1285.0,10852.0,sqft,5,Common
2267,260116.0,4,17,1655.0,16659.0,sqft,5,Gleaming
2268,113000.0,3,20,806.0,6380.0,sqft,6,Common
2269,131000.0,4,21,687.0,11800.0,sqft,5,Common
2270,153900.0,4,0,922.0,7892.0,sqft,5,Gleaming
2272,108000.0,4,16,1161.0,9084.0,sqft,5,Common
2273,149000.0,3,21,652.0,4438.0,sqft,5,Gleaming
2274,290941.0,4,17,1187.0,12883.0,sqft,5,Gleaming
2276,80500.0,3,20,701.0,6240.0,sqft,5,Common
2277,103500.0,3,13,1495.0,10307.0,sqft,5,Common
2278,148500.0,4,3,770.0,8750.0,sqft,6,Common
2279,239900.0,4,21,1129.0,9178.0,sqft,5,Gleaming
2280,130000.0,4,6,691.0,7800.0,sqft,7,Common
2281,214000.0,4,21,1221.0,10264.0,sqft,5,Gleaming
2282,215700.0,4,21,1362.0,13142.0,sqft,5,Common
2283,141000.0,4,3,1384.0,8000.0,sqft,4,Common
2284,204500.0,0,26,936.0,9215.0,sqft,5,Gleaming
2285,207000.0,4,0,1440.0,8883.0,sqft,5,Gleaming
2286,78000.0,3,10,916.0,6402.0,sqft,5,Common
2287,187687.0,4,4,958.0,3710.0,sqft,5,Gleaming
2288,97000.0,3,13,678.0,12702.0,sqft,5,Common
2289,190000.0,4,21,1153.0,8487.0,sqft,5,Gleaming
2290,138000.0,4,3,1464.0,7200.0,sqft,4,Common
2291,131000.0,4,19,1126.0,10164.0,sqft,5,Common
2292,135000.0,4,6,950.0,6993.0,sqft,7,Common
2293,141000.0,4,6,664.0,8499.0,sqft,6,Common
2294,85000.0,3,13,877.0,5925.0,sqft,6,Common
2295,305000.0,4,14,1739.0,12244.0,sqft,5,Gleaming
2296,137000.0,4,16,813.0,10519.0,sqft,8,Common
2297,82000.0,2,0,646.0,8400.0,sqft,4,Modest
2298,125000.0,3,18,1049.0,2368.0,sqft,6,Common
2299,124000.0,4,3,826.0,7450.0,sqft,5,Common
2300,170000.0,4,11,1284.0,13355.0,sqft,6,Common
2301,198000.0,4,21,1027.0,8772.0,sqft,5,Gleaming
2302,173000.0,4,24,1288.0,15263.0,sqft,5,Common
2303,128600.0,4,3,1199.0,8078.0,sqft,5,Common
2304,239000.0,0,26,1499.0,7399.0,sqft,5,Gleaming
2305,307000.0,4,26,1303.0,10084.0,sqft,5,Gleaming
2306,135000.0,4,19,1523.0,7804.0,sqft,3,Common
2307,257000.0,4,26,1431.0,9801.0,sqft,5,Gleaming
2309,108000.0,4,16,993.0,5142.0,sqft,7,Common
2310,170000.0,4,13,1127.0,10800.0,sqft,8,Common
2312,174500.0,4,3,1212.0,11475.0,sqft,6,Common
2314,135500.0,4,3,753.0,9750.0,sqft,5,Common
2315,179000.0,4,16,923.0,10800.0,sqft,5,Common
2316,222500.0,4,5,1565.0,9505.0,sqft,5,Gleaming
2319,93850.0,3,10,590.0,6291.0,sqft,6,Gleaming
2320,133000.0,4,3,1378.0,9000.0,sqft,5,Common
2322,189000.0,4,5,1252.0,8400.0,sqft,5,Common
2323,170000.0,4,15,836.0,3696.0,sqft,5,Gleaming
2324,68500.0,3,20,399.0,6324.0,sqft,6,Common
2325,109900.0,4,3,799.0,7200.0,sqft,5,Common
2326,197500.0,4,11,1436.0,10304.0,sqft,7,Common
2327,170000.0,4,11,902.0,10625.0,sqft,6,Common
2328,179400.0,4,21,1135.0,8145.0,sqft,5,Gleaming
2329,325300.0,4,17,1827.0,14215.0,sqft,5,Gleaming
2330,128500.0,4,21,664.0,9560.0,sqft,7,Common
2331,300000.0,3,22,1266.0,3842.0,sqft,5,Gleaming
2332,213500.0,4,15,1029.0,4920.0,sqft,5,Gleaming
2333,117000.0,4,13,640.0,5400.0,sqft,7,Common
2334,195800.0,4,21,1239.0,8400.0,sqft,5,Gleaming
2337,214000.0,4,3,1138.0,8197.0,sqft,5,Gleaming
2338,129500.0,4,6,759.0,9100.0,sqft,4,Common
2339,153500.0,4,11,826.0,10140.0,sqft,6,Common
